 #revent pip_E pip_th pip_phi pip_phiH pip_pT pip_z pip_Mx pip_xF pip_etaCM pip_etaBF pim_E pim_th pim_phi pim_phiH pim_pT pim_z pim_Mx pim_xF pim_etaCM pim_etaBF phiH_rad pT phiR1 phiR2
 291 1.6646463 0.3082447 1.2812237 0.2841690 0.5679936 0.1744843 3.4846121 0.0345169 0.1212849 0.9517529 7.7445230 0.0972200 0.7048742 2.6939136 0.4369558 0.8117627 1.9133711 0.7533130 1.9331862 -0.860148 1.1610439 0.3798140 6.2513536 0.1860900
 273 0.7441912 0.2897970 -1.125347 2.2392521 0.1313165 0.1540094 2.7522632 0.1072299 0.7653039 0.3068231 0.8779085 0.5350628 -1.498779 2.0324515 0.3833847 0.1816820 2.5700629 0.0361507 0.1329854 0.9391416 2.0850753 0.5126130 5.0686427 5.0376589
 292 0.4359580 1.1225218 -1.184003 2.8904349 0.2830215 0.1897739 1.6750263 -0.062653 -0.199377 0.6763891 0.2669833 0.5001733 0.2480897 5.0869247 0.1109879 0.1162187 1.8393819 -0.015448 -0.087458 0.5644695 3.2817827 0.2358517 2.6374773 2.5294954
 279 0.5884418 0.6799831 0.7030738 1.7009656 0.3349047 0.0924635 2.3615357 -0.147384 -0.543902 0.7124438 3.2614176 0.2409476 -0.582295 4.8274886 0.4910491 0.5124760 1.9265685 0.3902868 0.9333536 -0.764811 4.7951877 0.1562654 1.6920063 1.6978131
 294 1.1359758 0.3339071 0.3830695 2.5838580 0.3033927 0.1276027 3.5068481 0.0543735 0.3101761 0.5155329 2.5119657 0.0914645 -0.082597 5.7589479 0.3627934 0.2821660 3.2364739 0.2262584 0.9682303 -0.142521 5.9278903 0.0604389 2.6021001 2.5956142
 274 2.7769675 0.4513665 1.0684347 2.4434617 0.5852952 0.4803626 1.5139638 0.2626806 0.4882007 -0.640132 0.2932579 1.1395619 0.0709121 5.0749975 0.2423503 0.0507280 1.6134328 -0.464083 -1.411993 1.2600619 2.7500272 0.3920709 2.2960424 2.0349038
 297 2.6826689 0.3692113 -0.221922 2.1430977 0.5357423 0.6742291 1.5522271 0.5116505 1.0323262 -0.301500 0.1550615 1.9726498 0.0257591 2.9199252 0.0663114 0.0389712 2.3294348 -0.200099 -1.309493 2.0403189 2.2226605 0.5848817 2.0482144 0.2346137
 282 2.0854003 0.1462827 -1.283981 5.8445387 0.6033921 0.3355989 2.2241288 0.1534432 0.3607699 0.0064147 0.9068431 0.8535109 0.0362911 3.5227107 0.5603103 0.1459362 2.2357783 -0.202528 -0.500690 0.8678755 4.7686253 0.4654169 6.2383392 0.1272998
 288 1.5390557 0.4174353 1.2480279 3.5399283 0.3424338 0.3858866 2.1095840 0.2791262 0.8941757 -0.052553 0.5916209 0.6476410 -0.141163 1.6953647 0.3223687 0.1483368 2.3223257 -0.025720 -0.098603 0.9402260 2.6574507 0.4018612 4.1655730 4.4966878
 306 0.2134906 0.7933768 -0.775570 3.5576513 0.1059933 0.0302208 3.3751273 -0.084172 -0.784385 1.9622712 0.5326223 0.1217106 -0.114019 4.9238141 0.0551354 0.0753958 3.4411606 0.0438654 0.5059777 0.6719077 3.9893133 0.1290331 3.0399400 3.3476108
 313 0.3030161 0.2809361 0.503842 0.9254583 0.0383093 0.1136112 1.9960921 0.0355902 0.2608993 0.2245921 0.5727463 0.5002754 1.0342388 3.4652040 0.0898629 0.2147424 1.9164889 0.1376873 0.8014864 -0.315994 3.1089529 0.0621896 0.5003480 0.5911688
 305 0.3820482 2.1831005 0.3014294 2.4917336 0.3339635 0.1550136 1.1058996 -0.644336 -1.388107 1.9433941 0.4256586 0.2269986 0.4394308 0.7049860 0.0822216 0.1727082 1.9182863 0.0912749 0.5642166 -0.008930 2.2431121 0.3263807 2.7163108 2.6949733
 307 3.0018510 0.2056794 0.1214587 1.5759700 0.4491056 0.5579072 2.1020899 0.4604442 1.2116107 -0.245931 0.4444729 0.5515813 1.3366760 3.6484350 0.1740418 0.0826072 2.8983475 -0.002359 -0.016533 0.9822118 1.9715586 0.3959953 1.2970320 0.7826312
 312 1.9638202 0.1811492 1.3987997 0.8847293 0.4560607 0.3963301 2.2874905 0.2817912 0.8005523 0.1523935 0.2555475 1.3474992 0.3634246 3.7148900 0.2008548 0.0515735 2.6096739 -0.189752 -0.994714 1.9476604 1.1130439 0.2719243 0.7899260 0.6438435
 275 0.7131190 0.5608172 1.0100881 4.1261241 0.3351814 0.0888325 3.2267857 -0.052807 -0.260365 0.9702832 0.5502702 0.3136535 -0.087186 6.0924060 0.2127672 0.0685466 3.3567118 -0.021204 -0.150299 0.8602166 4.7856930 0.3204166 3.6862085 3.6032015
 300 0.9358439 0.3119919 1.0739221 0.1533640 0.4755705 0.1684604 2.1418989 -0.099763 -0.269660 0.5017422 0.7985733 0.5466335 0.6603350 2.8828601 0.2465318 0.1437505 2.4111436 0.0371444 0.1768584 0.0552231 0.5299722 0.2684946 0.0135185 6.2814590
 316 0.2343235 2.3646636 -0.818094 6.2759676 0.0764470 0.0845204 1.3305544 -0.595444 -2.090703 2.4785239 0.2843996 0.1387182 -1.373973 0.2994403 0.0617016 0.1025828 1.9754393 0.0115756 0.0806680 0.3071518 0.1296146 0.1365464 5.4629146 5.7742962
 331 0.3923934 0.6080089 -0.342734 1.8084537 0.2054516 0.0465365 3.6949641 -0.060945 -0.470587 1.8670990 0.5156658 1.3039474 -0.564310 4.8113701 0.4794332 0.0611562 2.8935235 -0.400245 -1.246168 2.6426794 4.7088160 0.2774114 1.7113403 1.7197096
 323 0.1756758 0.9130242 -0.862555 5.2718211 0.0889697 0.0318092 2.8561468 -0.126011 -1.008271 1.8627989 0.9998592 0.8434293 0.3266681 3.2399328 0.6333480 0.1810425 2.3349396 -0.151802 -0.357626 1.2121530 3.3733281 0.5990852 6.2636691 5.8956160
 337 0.9356772 0.5948203 0.2049233 3.0919279 0.2953014 0.3036607 1.9479254 0.1729241 0.5912817 0.1009095 0.8949159 0.4195411 1.0737325 4.6526899 0.2687322 0.2904322 1.9739947 0.1704251 0.6244405 0.0677506 3.8257076 0.4012636 2.3490574 2.3266232
 326 0.1937553 0.9162415 0.5775944 3.1004638 0.0931039 0.0306630 2.9680008 -0.107818 -0.904618 1.5650402 5.2461404 0.2639918 0.2406186 2.3570323 0.7056319 0.8302365 1.3536257 0.6928218 1.2214708 -0.561048 2.4382491 0.7767302 5.4000363 3.3347035
 327 0.8070285 0.7309643 -0.479492 3.0835282 0.3347401 0.2764307 1.8684797 0.1043189 0.3227977 0.2912875 0.2569960 1.5541115 -0.178941 0.2740211 0.2079928 0.0880286 1.7014275 -0.391375 -1.342654 1.9567399 2.6271285 0.1538594 3.2104529 3.3035336
 330 0.6521147 0.1384711 -0.186465 0.5081064 0.1495557 0.1901245 2.1410358 0.1124751 0.6183133 -0.097447 0.4163389 0.6443067 -1.461920 4.4282233 0.1909379 0.1213839 2.1502036 -0.008418 -0.042613 0.5634794 5.3217079 0.1347723 0.9471804 1.0332304
 349 0.4287469 1.0542805 -1.249853 0.0798204 0.3642875 0.0538914 3.1683623 -0.250993 -1.039616 2.3214209 0.3223890 1.8493354 -0.810709 3.6552818 0.2833251 0.0405227 2.835808 -0.427215 -1.684157 2.9659624 5.5251122 0.1602523 0.2692079 0.3004747
 342 0.4397017 0.3281803 0.6571927 0.1982570 0.1474382 0.0467925 3.9860836 -0.013930 -0.143382 1.5680588 1.8056640 0.2116179 -1.383255 4.6187698 0.3678117 0.1921568 3.6849281 0.1315910 0.6538347 0.7708415 5.0281994 0.3547034 1.1456812 0.6580782
 336 0.6713309 0.7243259 0.5615470 1.9008268 0.4090609 0.0900757 2.8257398 -0.149895 -0.554888 1.0779757 4.0796494 0.0982430 -1.147976 5.5907730 0.2066024 0.5473866 2.3419975 0.4962088 1.9237062 -1.400619 1.4674439 0.2564604 2.0827748 1.9412601
 355 0.5295591 1.2115311 -1.024853 2.4148895 0.4526873 0.0782493 2.2807899 -0.378660 -1.056926 1.5081722 0.7730891 0.1572396 0.5068537 0.4259719 0.2167775 0.1142340 2.8920908 0.0368612 0.2243618 0.2268842 1.9172476 0.4150012 2.7660784 2.6734960
 345 3.1429741 0.0104825 -0.158655 6.2396000 0.3854453 0.5634825 2.1861374 0.4830183 1.4009488 -0.240821 0.7968941 0.7050758 -0.650935 1.9883363 0.4762367 0.1428697 2.6754516 -0.084864 -0.273260 1.4333877 1.1407709 0.4604499 5.6195548 5.2967642
 351 0.6660654 0.8975220 0.4058202 3.9435034 0.4129731 0.2145250 1.8727909 -0.054167 -0.146069 0.8020352 0.7578401 0.4503620 -1.310333 1.4333910 0.2907896 0.2440836 1.9903422 0.1021893 0.3655448 0.2904213 3.1769551 0.2474791 4.2025899 4.1824862
 357 1.5569977 0.0693433 -1.070929 0.3339922 0.3270014 0.3231905 2.3259889 0.2316293 0.8316462 -0.153720 0.2431734 0.4855218 0.7960522 3.5098756 0.0583381 0.0504762 2.6999322 -0.029190 -0.272302 0.9502284 0.3265493 0.2687045 0.3391830 0.3522764
 359 0.6347394 0.1913201 -0.438576 0.4555065 0.1445152 0.0725674 3.8043833 0.0294447 0.2902397 0.9750430 0.2283528 1.0087819 -0.354637 3.8164760 0.1489516 0.0261067 3.6791780 -0.126594 -1.044799 2.3100824 5.1411685 0.0324260 0.5668596 0.6182864
 356 0.1839510 0.1579330 0.6498704 5.8235886 0.0398803 0.0439147 2.4189561 -0.069829 -0.588743 1.0857244 0.4990959 0.6529713 1.4558147 2.5200305 0.2009578 0.1191495 2.3385829 0.0066912 0.0354334 0.4615476 2.4802557 0.1617272 5.6883773 5.7182612
 346 0.9059584 0.5353491 -1.531806 1.2467893 0.4755143 0.1273912 2.9905208 -0.070791 -0.250347 1.1920168 0.3092300 0.8167356 -1.095141 5.0770140 0.2071268 0.0434823 3.1971059 -0.122419 -0.784856 1.7265263 0.8516470 0.3419374 1.4510411 1.6345837
 360 3.7465207 0.0811442 1.1211492 0.5235185 0.5833986 0.5944386 2.1312967 0.4877186 1.1220821 -0.108818 1.3224726 0.5669921 1.5618768 5.0411722 0.7366656 0.2098290 2.4954574 -0.102161 -0.228085 1.2413492 5.7836236 0.8465819 1.3067031 1.6450354
 362 0.4521297 1.6068474 -0.515076 5.8034759 0.4272713 0.0626898 2.2529354 -0.562907 -1.558059 2.6609547 6.4676284 0.1562003 -0.058288 3.0966576 0.4458836 0.8967656 1.3825898 0.8162335 1.8696833 -0.766788 4.3538582 0.1891919 6.0255713 5.8322887
 328 1.3311897 0.6418370 -0.288906 5.3419948 0.8401501 0.1624704 2.6217251 -0.245441 -0.518290 1.4123992 1.5440794 0.3955799 0.6804337 3.0669011 0.4738218 0.1884534 3.2102573 0.0721220 0.2711665 0.6229416 4.7468662 0.6440842 5.6469928 5.6166797
 372 0.8044993 0.4834364 1.1784907 1.3798831 0.3298470 0.2953880 1.7659032 0.1139692 0.3402077 0.1784503 0.7412055 0.7197289 -0.128309 4.2850938 0.3633274 0.2721484 1.7477956 0.0542817 0.1514224 0.3672356 3.2188064 0.0882404 1.2559567 1.2511156
 347 0.9277945 0.3426862 -1.435736 4.5792831 0.1945657 0.2570987 2.1802439 0.1781922 0.8390744 -0.144214 0.7931552 0.5092536 1.1782887 3.4138715 0.2093632 0.2197892 2.2109465 0.1322878 0.6236236 0.0712366 3.9724384 0.3373695 5.6229029 5.7394541
 383 0.2841422 1.1223542 -1.383162 5.2428166 0.2278030 0.0457779 2.9710152 -0.187490 -1.014567 2.2371277 0.7014135 0.3963225 0.4353294 4.0685032 0.2237851 0.1130043 3.1319288 0.0413871 0.2647300 0.9578305 4.6615806 0.3759624 6.2130866 5.6520672
 399 0.7657544 0.8537345 -0.452063 2.9485134 0.5259993 0.1133161 2.8782938 -0.169609 -0.530198 1.8102414 5.3748388 0.1071695 1.3196985 5.3752652 0.7289563 0.7953675 1.6166040 0.6781004 1.2637891 0.0162538 4.5705527 0.4784547 2.5307684 2.8363573
 380 1.1558207 0.4241299 0.3351456 4.4656969 0.3747255 0.2220869 2.447578 0.0960246 0.3419103 0.2414248 0.2310380 1.6944178 -1.525348 5.2712666 0.1792231 0.0443931 2.2706946 -0.357998 -1.565386 2.1487219 4.7192258 0.5153474 3.9894504 2.5309101
 401 0.2132576 0.7622956 -1.399298 4.7136108 0.1048657 0.0807683 2.0050747 -0.067779 -0.414831 1.0447012 0.3415655 1.1335613 0.0708785 2.6024772 0.2358753 0.1293631 1.8871781 -0.097168 -0.380542 1.0104123 3.0615460 0.2029412 5.4432072 5.3237841
 374 0.6644830 0.7715313 -0.715091 3.6479384 0.2557706 0.2652952 1.6882585 0.0995329 0.3382871 -0.003530 0.4600453 0.4701103 0.2895755 5.1865770 0.2139547 0.1836734 1.7495516 0.0167637 0.0661846 0.2685718 4.3312661 0.3386948 2.9381354 2.749382
 379 1.0072519 0.2315887 -0.120400 0.8624964 0.2958725 0.2038707 2.6122967 0.1130616 0.4980675 0.4492392 0.6535236 0.6186836 -0.323202 4.5351140 0.3470828 0.1322750 2.6019665 -0.033864 -0.135504 1.0828108 5.5554701 0.1758020 1.1496644 1.2061001
 388 1.1298178 0.0454972 0.2659080 5.4517874 0.0678583 0.1158234 3.9620298 0.0973111 1.0933378 0.1583651 0.8769892 0.8311142 -1.456720 0.0304845 0.6581977 0.0899046 3.1890240 -0.291188 -0.819500 2.0712034 6.2404650 0.7042603 3.2557719 3.2360765
 376 0.1602811 1.4152533 -0.833586 3.2010463 0.0672423 0.0563887 1.8022309 -0.169747 -0.963629 1.1788426 2.3786740 0.3612608 -1.169424 1.1502597 0.2580244 0.8368446 1.1077712 0.6505809 1.5570086 -1.341795 1.4072289 0.2346807 4.0883807 3.4031315
 390 1.0087546 0.2539762 0.3958943 0.6490496 0.4109345 0.3550150 1.7262517 0.1490323 0.3769119 0.2103082 0.6789430 0.2443441 0.1385537 5.4530353 0.2004033 0.2389431 1.9464909 0.1311321 0.5717177 0.0155023 0.2138782 0.4733856 1.1193208 1.3069556
 411 0.2912783 1.3015627 -0.322905 1.1050097 0.2488499 0.0386167 3.0782560 -0.256241 -1.275148 2.3029937 0.5202554 0.3896975 -0.437103 0.8529409 0.2141578 0.0689738 3.4093356 -0.019818 -0.141953 1.1697986 0.9884688 0.4593560 2.0157354 1.3266005
 386 1.64431 0.1131311 0.1563489 0.0235724 0.2131609 0.3495129 2.1722674 0.2781365 1.1687966 -0.762215 0.8547742 0.6518309 -0.683075 1.9597440 0.4213605 0.1816899 2.1759635 -0.036714 -0.109928 0.5165105 1.4366016 0.3984951 5.4819828 5.3221969
 395 0.2032731 1.8204093 1.1991094 2.2130759 0.1452671 0.0305195 2.8994263 -0.267234 -1.563186 2.5167334 3.0174691 0.0393908 0.0067395 5.9295899 0.2886285 0.4530449 2.5803440 0.3979454 1.5026950 -0.549148 0.0888837 0.1844783 2.5979117 2.2784147
 403 0.2497205 0.2636736 0.2971365 3.1372253 0.0222772 0.0503080 2.8605695 -0.011937 -0.126461 1.0558166 0.1999176 2.4497421 1.4157319 1.3037605 0.0850619 0.0402748 2.3472272 -0.375855 -1.952577 2.8819329 1.5687446 0.0821444 4.2128289 4.2556440
 406 0.3111504 2.6078611 -1.324446 3.7507742 0.1946893 0.1285563 1.1855480 -0.654852 -1.787100 2.4145145 0.7590482 0.0517942 0.3708913 0.0948375 0.2095793 0.3136118 1.7767108 0.1906490 0.7356790 -0.108265 5.2035414 0.1038278 3.4839156 3.5952046
 392 0.3420784 0.4196468 0.2558436 1.7726331 0.0919186 0.0811712 2.4527451 0.0059678 0.0467888 0.4892967 2.1329698 0.4376449 1.1059092 3.2814373 0.4124993 0.5061289 1.8537782 0.3775602 0.9747096 -0.438624 3.0654805 0.4281395 0.3616525 1.1279451
 404 0.2931934 0.5037373 0.1581474 1.6990436 0.1001335 0.0877532 2.2512274 -0.005774 -0.040752 0.6801539 0.3962946 1.4456358 -1.087824 0.9608476 0.3707560 0.1186115 1.5618400 -0.489670 -1.194168 1.8335697 1.1111924 0.4498983 3.8791047 3.7778098
 398 0.2022506 0.8670262 0.0367547 0.2169774 0.1311010 0.0644881 2.1502625 -0.136970 -0.781194 1.5566237 0.7216574 0.7263989 -1.010281 2.0857183 0.3843148 0.2301024 1.9667510 0.0184984 0.0545696 0.7208597 1.7380489 0.3678373 5.5154769 5.9360033
 402 0.8247250 0.7757009 1.4605853 3.8411145 0.3654561 0.2907602 1.6899406 0.0751698 0.2032508 0.1515533 0.7624712 0.6491853 -1.029203 4.7388064 0.3993738 0.2688124 1.6596214 0.0081050 0.0204035 0.3344006 4.3113158 0.6892296 2.6273471 2.5476544
 416 0.5277101 0.9096057 -0.897066 3.2682579 0.3227253 0.1153628 2.3293401 -0.096020 -0.364682 0.9249413 0.7114404 0.1889018 -1.305079 0.9130918 0.0499177 0.1555281 2.5091362 0.1150268 0.9226564 -0.362398 3.1459599 0.2896277 3.3666401 3.3432394
 418 0.3521528 0.8955184 -0.816506 1.6338792 0.2390542 0.1393168 1.8551589 -0.084909 -0.326128 0.9649316 0.5054498 0.3637721 0.5860770 0.0924716 0.3049478 0.1999634 1.8021874 -0.024600 -0.079299 0.7181029 0.7460948 0.3929686 2.5580716 2.3733910
 421 0.4259755 0.9027493 -0.688335 3.2927369 0.2633985 0.1080634 2.3792260 -0.066801 -0.298833 1.2095873 0.3921798 0.5035599 -0.780200 0.0256319 0.2345636 0.0994900 2.4096338 -0.059564 -0.291218 1.2019720 4.0562148 0.0424672 3.2336184 3.2310245
 414 0.3202659 1.5864089 0.6304544 5.3888617 0.2844888 0.0835048 1.8319290 -0.444390 -1.361904 2.0688333 1.6194305 0.4027635 -1.435339 3.5790147 0.2927503 0.4222436 2.0063204 0.3227442 1.0748673 -0.367938 4.4657214 0.3566461 6.0659768 5.5753021
 408 1.3622589 0.3720044 -0.503608 3.3707579 0.3896695 0.1966478 3.1104075 0.1049404 0.4412877 0.7966979 0.3647082 0.2061358 0.8675176 5.0693553 0.0735897 0.0526471 3.4363674 0.0053774 0.0612169 1.1767687 3.5603837 0.3872307 3.1898507 2.8000747
 422 0.4637585 0.7506246 1.4628481 1.5746097 0.2859815 0.1730118 1.9057996 -0.037253 -0.131235 0.8631474 0.7401266 0.2821600 -0.373807 4.9295085 0.0120015 0.2761150 1.9596080 0.2101904 1.2939940 -0.562082 1.5653461 0.2742640 1.5831434 1.5800368
 438 0.1636990 1.6047233 0.7605688 3.8558260 0.0836304 0.0615500 1.9359496 -0.167807 -0.970506 1.5661277 0.2607139 0.9938845 0.4823076 3.6895843 0.1437051 0.0980271 1.9749546 -0.059763 -0.321381 0.9170028 3.7506930 0.2266056 0.3257031 5.7710551
 396 2.0785832 0.3627917 0.1369779 3.1230988 0.2588859 0.5092041 1.9091158 0.4164305 1.3776415 -0.773637 1.4569405 0.4083407 0.3135135 3.5298003 0.2574286 0.3569162 2.1186621 0.2698858 1.0214477 -0.417444 3.3258676 0.5056746 1.7693404 1.0573281
 413 2.7347941 0.3744290 -0.432841 2.1127599 0.3575121 0.6181759 1.5803121 0.4906456 1.2265887 -1.020436 0.1959262 1.2503713 -0.444452 5.9766336 0.1373369 0.0442873 1.9796404 -0.303905 -1.394022 1.6001753 1.7700439 0.2701805 2.3074024 2.7273017
 428 2.7937281 0.1354005 0.8775197 4.9384860 0.2900776 0.3827337 2.7636423 0.3310163 1.3505582 -0.579154 1.1874826 0.4182468 0.0754428 3.2049087 0.3543494 0.1626821 3.0804953 0.0670331 0.3034691 0.4679348 3.9547819 0.4199922 5.7269830 6.0322430
 434 1.9777978 0.1540560 0.3153785 0.5952594 0.2866410 0.5353639 1.7968677 0.4267600 1.2951110 -0.670554 0.5695358 0.3167122 0.3017054 5.9512744 0.2862826 0.1541658 2.1859645 -0.007980 -0.031607 0.6561645 0.1319868 0.5124545 1.7012190 2.5376990
 443 0.7317373 0.6106100 -0.186585 3.4519396 0.3458858 0.1136916 3.0056911 -0.025145 -0.114398 1.1042926 1.8931721 0.2336878 0.7070385 0.8068243 0.5533856 0.2941462 2.6996754 0.1597670 0.4597087 0.5301854 1.3908807 0.2987894 3.7585972 3.6404820
 423 2.5646507 0.2242988 0.3193077 5.0895431 0.3202628 0.8150734 1.2892631 0.6635462 1.5751894 -0.743753 0.3246358 1.6984081 -1.219997 2.1645968 0.2930838 0.1031727 1.8182583 -0.357115 -1.102189 1.9336251 4.0140058 0.0716036 5.1930474 5.2800012
 444 1.0700665 0.5319925 0.7436024 2.3159591 0.3165580 0.2891773 2.0182625 0.1607208 0.5422237 -0.061021 0.3495033 1.2385771 -0.123126 5.0498535 0.3104567 0.0944506 1.8456036 -0.336026 -1.022047 1.5032494 3.6358689 0.1270739 2.1141215 2.0090473
 460 0.2549823 1.3410088 -1.433187 3.2376640 0.2009577 0.0328406 3.0085987 -0.228133 -1.268322 1.8970251 0.5427272 0.5124356 0.8500640 2.2100837 0.2220034 0.0699010 3.2355035 -0.030257 -0.201192 0.8298945 2.6958007 0.3684968 4.3826124 3.7833660
 452 0.2959188 1.4986814 0.2086242 1.3100872 0.2608624 0.1385288 1.4822736 -0.351235 -1.009906 1.5871939 1.4157024 0.5476037 -1.028903 3.3726048 0.2612349 0.6627344 1.3374669 0.4760120 1.2551678 -0.677879 2.3425375 0.2682227 0.7701222 1.1437118
 464 0.4531801 0.5304267 -1.331488 6.1757608 0.3086761 0.1138898 2.0994774 -0.138474 -0.492774 0.9464104 0.2307276 1.9324596 -0.860781 3.4404089 0.1827013 0.0579847 1.9717613 -0.339671 -1.376327 1.8299632 5.7020883 0.1582700 0.0429415 0.1111752
 463 0.3112728 1.0501280 -0.325157 5.6721794 0.2617652 0.0866863 2.1295181 -0.220975 -0.852206 1.6846364 0.2003605 2.1149142 0.7894234 3.5418985 0.1352563 0.0557984 2.1154608 -0.291454 -1.412260 2.2446901 5.1292599 0.2218840 6.0032082 6.1173247
 461 1.6739012 0.5556746 -1.316335 2.7891445 0.6382991 0.3931281 2.0067055 0.1765876 0.3723625 0.6026170 0.7688873 0.0862121 -0.606321 0.1536921 0.1876255 0.1805789 2.5245128 0.1132249 0.6383298 0.3366497 2.5996239 0.4828432 2.9020248 2.9854936
 478 1.0859844 0.3614126 1.0841291 5.8179923 0.6725606 0.4432232 1.1382129 -0.054547 -0.079814 0.4340471 0.3223323 0.9871692 1.2907969 2.1743715 0.1914665 0.1315536 1.7538113 -0.068313 -0.286147 0.6403797 5.9985503 0.5130601 5.7087968 5.5723263
 462 0.6316828 0.5586646 0.9069598 4.1680873 0.2448320 0.1684025 2.2880478 0.0543787 0.2475884 0.4995532 0.2098800 1.7783827 -1.064267 4.9551105 0.1511210 0.0559526 2.1092104 -0.301920 -1.399139 2.146281 4.4636553 0.3674508 3.5089211 2.3648367
 450 0.9671835 0.6590905 -0.537347 2.2857935 0.3488625 0.2819494 1.7507330 0.0973526 0.2786192 -0.094179 0.9691641 0.3539690 -1.391454 0.9411433 0.3984663 0.2825268 1.7044187 0.0595056 0.1529360 0.0315037 1.5606800 0.5855077 3.2674533 3.2661819
 477 0.8503959 0.5416137 0.8092732 2.3623711 0.3829966 0.1302212 3.0629735 -0.006405 -0.027454 1.2500716 0.6320973 0.1738149 0.4670032 5.5978085 0.1430001 0.0967931 3.2721026 0.0501984 0.4259141 0.7967034 2.3067398 0.2409989 2.3878719 2.3937392
 471 2.0979850 0.2680151 0.6233320 5.4875472 0.7242436 0.6213816 1.1476607 0.2817854 0.4072423 -0.187647 0.2695389 0.7023570 -0.124521 3.9300270 0.0923742 0.0798320 2.0164106 -0.037608 -0.243742 0.4633374 5.3609097 0.7313262 5.6146099 6.2759180
 487 0.1661523 0.5198342 -0.503626 4.2516924 0.0404996 0.0252482 3.2502659 -0.084222 -0.882988 1.9399232 3.9919257 0.1313853 0.6720516 1.2737538 0.4659965 0.6066079 2.2043621 0.5250669 1.3825622 -0.325627 1.2892402 0.4260896 4.4023059 4.3046315
 476 1.5657446 0.5733802 1.1079945 4.5789177 0.5628189 0.5874098 1.2185974 0.2773717 0.4649273 -0.218245 0.2993361 1.1700345 -1.075410 1.5039833 0.2429478 0.1122999 1.5970407 -0.253691 -0.817813 1.0644954 4.5284551 0.3208190 4.5990118 4.6251193
 474 2.0640239 0.2284374 1.5577153 0.9884181 0.4002773 0.4681510 1.8445010 0.3375575 0.8887881 -0.554147 0.4088886 1.1093964 1.0264896 5.0688637 0.3566661 0.0927419 1.8536795 -0.359811 -1.010960 1.3456003 0 0.3446232 1.4286281 1.7700146
 495 0.8268825 0.6328127 -0.698589 2.7997927 0.3035312 0.1953351 2.1996129 0.0603095 0.2294694 0.2056157 0.2850878 0.2158806 1.3722958 5.6983780 0.0924959 0.0673465 2.3918344 -0.026475 -0.201376 0.6364616 2.9035425 0.2149086 2.7432649 2.6858166
 504 0.2534044 0.1185547 1.2452531 6.1069964 0.0650318 0.0475400 2.7238763 -0.035611 -0.327936 0.8385823 1.2402941 0.2655950 -1.287571 0.0789190 0.5547535 0.2326858 2.2480103 -0.000573 -0.001447 0.5120933 0.0523546 0.6178985 3.2538659 3.5352102
 497 0.2238192 0.4424731 1.1101337 6.2246271 0.1081210 0.0556442 2.4437007 -0.073055 -0.523792 1.2184281 0.6292084 0.3771803 0.6898085 5.9537347 0.3378509 0.1564290 2.2564692 -0.028027 -0.101389 0.7960246 6.0190945 0.4429748 2.6889543 1.7465219
 501 0.4227109 0.7198711 1.1098688 4.7920856 0.2433276 0.1519253 1.7481543 -0.063873 -0.231794 0.4878124 0.1984545 0.8356873 -0.510254 5.9314445 0.1311868 0.0713260 1.7562840 -0.200361 -0.932959 1.1889772 5.1722758 0.3211166 4.2282651 3.6835629
 483 2.1982419 0.3029503 -1.133116 1.5814188 0.2970217 0.7164529 1.4333251 0.5717518 1.4695168 -0.774067 0.1753917 0.6898604 -1.523424 5.6099419 0.0822263 0.0571638 2.1526139 -0.106818 -0.716233 1.4116823 1.3269819 0.2532240 1.7620688 2.2815626
 496 0.2144003 1.0827626 0.8597551 2.1278749 0.1270679 0.0804436 1.9805074 -0.100434 -0.557643 1.1855584 2.0232932 0.4647274 1.2097097 2.0148929 0.4791852 0.7591455 1.2159898 0.5345931 1.0042213 -0.376306 2.0385503 0.6056125 5.1159164 2.2024575
 491 0.3016259 1.3978939 -0.486741 0.8825743 0.2654283 0.0396869 3.0116412 -0.298514 -1.370894 2.4390564 5.3833527 0.2218092 1.1859138 2.2819415 0.8523264 0.7083239 1.8871463 0.5763942 1.0383969 0.0297648 1.9984186 0.9349342 5.7369225 0.7016794
 512 0.4076359 0.3936100 -0.341558 5.3087799 0.1622178 0.0628483 3.267148 -0.015801 -0.128374 1.3651021 0.5046319 0.8493168 0.3245297 5.8298396 0.3885284 0.0778029 2.9137860 -0.189661 -0.733430 1.9701588 5.6784208 0.5353441 3.0032257 3.1246075
 517 0.2563802 1.4157872 1.0205288 4.8998925 0.2138482 0.0847574 1.8616740 -0.276071 -1.046463 1.6424355 2.3134982 0.2685664 -0.268570 5.1261882 0.2795806 0.7648254 1.3345407 0.6125588 1.5555647 -0.959592 5.0281770 0.4903297 2.5776834 4.8620586
 513 0.7132549 0.6685067 -0.362901 5.0923789 0.4665355 0.2664441 1.6816252 -0.056499 -0.129427 0.8314194 0.5462099 0.5977638 -0.709903 0.9257260 0.3540752 0.2040426 1.8168480 -0.053832 -0.157573 0.8595653 5.9117414 0.4141777 4.6568093 4.5823777
 515 0.2277579 1.3637180 -0.376183 4.0040943 0.1663325 0.0729088 2.0592801 -0.168129 -0.821893 1.4900401 0.2792742 1.1676185 -1.383626 6.0907048 0.2396552 0.0893999 1.8933612 -0.280633 -1.015447 1.6835942 5.3480248 0.2139563 3.3717781 3.429756
